OID_,ZCTA5CE20,AFFGEOID20,GEOID20,NAME20,LSAD20,ALAND20,AWATER20,ORIG_FID,Latitude,Longitude
226,24521,860Z200US24521,24521,24521,Z5,562399325.000000000000000,2793820.000000000000000,226,37.636730406483139,-79.095392702211427
227,24590,860Z200US24590,24590,24590,Z5,419441049.000000000000000,6368912.000000000000000,227,37.793529184624219,-78.477666753817573
228,23436,860Z200US23436,23436,23436,Z5,4033110.000000000000000,2558299.000000000000000,228,36.895091146039590,-76.508737589867849
229,24104,860Z200US24104,24104,24104,Z5,191464359.000000000000000,20423421.000000000000000,229,37.135464044230332,-79.487721532922365
230,22843,860Z200US22843,22843,22843,Z5,273110466.000000000000000,851497.000000000000000,230,38.367025341646240,-79.160531348043264
231,22902,860Z200US22902,22902,22902,Z5,166595627.000000000000000,1088869.000000000000000,231,37.955652821620447,-78.468831524455254
232,24244,860Z200US24244,24244,24244,Z5,438734232.000000000000000,1393069.000000000000000,232,36.710750795712727,-82.797852506088248
233,24246,860Z200US24246,24246,24246,Z5,1027632.000000000000000,0.000000000000000,233,36.866100010607056,-82.743934458608351
234,22701,860Z200US22701,22701,22701,Z5,446091198.000000000000000,3598003.000000000000000,234,38.440381225213400,-77.996326403940373
235,23890,860Z200US23890,23890,23890,Z5,509227099.000000000000000,2569060.000000000000000,235,37.007541469063597,-77.118382930028133
236,24439,860Z200US24439,24439,24439,Z5,315973774.000000000000000,3188010.000000000000000,236,38.011514040540590,-79.473587069987275
237,24277,860Z200US24277,24277,24277,Z5,137728342.000000000000000,1018297.000000000000000,237,36.749481856002888,-83.030371787627871
238,23325,860Z200US23325,23325,23325,Z5,9760489.000000000000000,1266208.000000000000000,238,36.815073277210047,-76.239006399925358
239,24313,860Z200US24313,24313,24313,Z5,19712016.000000000000000,632404.000000000000000,239,36.910497392440789,-80.798047965141450
240,23181,860Z200US23181,23181,23181,Z5,169069958.000000000000000,20639051.000000000000000,240,37.598086169441217,-76.888997230937434
241,22485,860Z200US22485,22485,22485,Z5,455225101.000000000000000,20572606.000000000000000,241,38.271699081647341,-77.159957462267016
242,23093,860Z200US23093,23093,23093,Z5,526837461.000000000000000,4631864.000000000000000,242,38.001535634362085,-78.035960132653940
243,24134,860Z200US24134,24134,24134,Z5,269769262.000000000000000,2147402.000000000000000,243,37.245948510415474,-80.779014677385419
244,24538,860Z200US24538,24538,24538,Z5,225373907.000000000000000,986329.000000000000000,244,37.329065277540565,-78.953658562092926
245,23962,860Z200US23962,23962,23962,Z5,137767583.000000000000000,1755719.000000000000000,245,36.938648387513126,-78.703986887984456
246,22657,860Z200US22657,22657,22657,Z5,149523543.000000000000000,3177876.000000000000000,246,39.001547025874572,-78.367558340944640
247,24622,860Z200US24622,24622,24622,Z5,140026180.000000000000000,21114.000000000000000,247,37.220056522390621,-81.796387391065196
248,22801,860Z200US22801,22801,22801,Z5,87859298.000000000000000,309322.000000000000000,248,38.405223500564148,-78.879326401492222
249,22811,860Z200US22811,22811,22811,Z5,74253255.000000000000000,72343.000000000000000,249,38.792641650691678,-78.975703471637871
250,22812,860Z200US22812,22812,22812,Z5,128977162.000000000000000,1100976.000000000000000,250,38.379340353774353,-79.038360681999848
251,23030,860Z200US23030,23030,23030,Z5,386658946.000000000000000,53750035.000000000000000,251,37.346517366483340,-77.059623688082695
252,23038,860Z200US23038,23038,23038,Z5,194532576.000000000000000,2048282.000000000000000,252,37.756261972412176,-78.145523508702922
253,23668,860Z200US23668,23668,23668,Z5,125580.000000000000000,0.000000000000000,253,37.020500583734986,-76.338672063265051
254,24251,860Z200US24251,24251,24251,Z5,303451722.000000000000000,1931182.000000000000000,254,36.658060089001935,-82.605819095974482
255,24450,860Z200US24450,24450,24450,Z5,569705227.000000000000000,1826426.000000000000000,255,37.778830657009280,-79.538873816173634
256,23898,860Z200US23898,23898,23898,Z5,130129324.000000000000000,1083697.000000000000000,256,36.827377385058298,-76.856618687502362
257,23061,860Z200US23061,23061,23061,Z5,409327079.000000000000000,90399044.000000000000000,257,37.433096256387159,-76.550185134236528
258,24557,860Z200US24557,24557,24557,Z5,420810136.000000000000000,1896908.000000000000000,258,36.966604944662492,-79.303996148003762
259,24347,860Z200US24347,24347,24347,Z5,211417311.000000000000000,5090444.000000000000000,259,36.959574865088030,-80.655979649541166
260,23838,860Z200US23838,23838,23838,Z5,255823095.000000000000000,6600068.000000000000000,260,37.317719644645933,-77.632885131943226
261,23936,860Z200US23936,23936,23936,Z5,536660895.000000000000000,2355129.000000000000000,261,37.524940082418937,-78.481899725092205
262,24380,860Z200US24380,24380,24380,Z5,244728702.000000000000000,61362.000000000000000,262,36.856727386859461,-80.501845277537484
263,24382,860Z200US24382,24382,24382,Z5,491955724.000000000000000,1100697.000000000000000,263,36.957017954015441,-81.106524112597697
264,24426,860Z200US24426,24426,24426,Z5,942094334.000000000000000,6878374.000000000000000,264,37.765899051699932,-80.069274068643324
265,23958,860Z200US23958,23958,23958,Z5,252765932.000000000000000,510945.000000000000000,265,37.268475024902557,-78.655813887800662
266,22514,860Z200US22514,22514,22514,Z5,199581893.000000000000000,2766168.000000000000000,266,37.972403049960860,-77.244711527015340
267,23867,860Z200US23867,23867,23867,Z5,251784430.000000000000000,1113186.000000000000000,267,36.820613066839599,-77.487778028732976
268,24458,860Z200US24458,24458,24458,Z5,178193751.000000000000000,563861.000000000000000,268,38.330657151106664,-79.512015284477741
269,24142,860Z200US24142,24142,24142,Z5,295528.000000000000000,0.000000000000000,269,37.138325064650076,-80.550838525077836
270,23893,860Z200US23893,23893,23893,Z5,57432304.000000000000000,0.000000000000000,270,36.624407096510367,-77.936576155864884
271,22627,860Z200US22627,22627,22627,Z5,82990799.000000000000000,395838.000000000000000,271,38.765539676115225,-78.113702369568671
272,22026,860Z200US22026,22026,22026,Z5,21735475.000000000000000,3624589.000000000000000,272,38.567211071034137,-77.294757998482794
273,22311,860Z200US22311,22311,22311,Z5,4008312.000000000000000,16332.000000000000000,273,38.834415020336962,-77.123127957289341
274,22663,860Z200US22663,22663,22663,Z5,55769722.000000000000000,223033.000000000000000,274,39.049997793363502,-78.117166681297249
275,23437,860Z200US23437,23437,23437,Z5,259306797.000000000000000,4330564.000000000000000,275,36.635335857663733,-76.802560721699933
276,24256,860Z200US24256,24256,24256,Z5,141722531.000000000000000,1976212.000000000000000,276,37.223444325195487,-82.285039174318399
277,24260,860Z200US24260,24260,24260,Z5,261505961.000000000000000,2203647.000000000000000,277,37.022912480926323,-82.000592448782470
278,23117,860Z200US23117,23117,23117,Z5,370624211.000000000000000,21259452.000000000000000,278,37.977380726439435,-77.873660286992617
279,22964,860Z200US22964,22964,22964,Z5,9326810.000000000000000,83087.000000000000000,279,37.717226573447647,-78.988603812016265
280,24325,860Z200US24325,24325,24325,Z5,124032754.000000000000000,706932.000000000000000,280,36.809173221866729,-80.606077907769190
281,23163,860Z200US23163,23163,23163,Z5,3953519.000000000000000,122681.000000000000000,281,37.357209103217599,-76.297652664538816
282,20106,860Z200US20106,20106,20106,Z5,138404077.000000000000000,865632.000000000000000,282,38.687096669475750,-78.013297491386083
283,20112,860Z200US20112,20112,20112,Z5,87765037.000000000000000,1439416.000000000000000,283,38.672722628946246,-77.428996736310296
284,24090,860Z200US24090,24090,24090,Z5,235723378.000000000000000,772877.000000000000000,284,37.526330780541116,-79.889207672596001
285,20874,860Z200US20874,20874,20874,Z5,58726873.000000000000000,2558819.000000000000000,285,39.129091852507031,-77.297214499349650
286,23885,860Z200US23885,23885,23885,Z5,88506980.000000000000000,2439477.000000000000000,286,37.185197507558996,-77.578330720586223
287,22834,860Z200US22834,22834,22834,Z5,49012316.000000000000000,124724.000000000000000,287,38.557094224119226,-78.857686684193084
288,24124,860Z200US24124,24124,24124,Z5,200477604.000000000000000,2741928.000000000000000,288,37.309964457893443,-80.867735324325736
289,22191,860Z200US22191,22191,22191,Z5,39956382.000000000000000,12314956.000000000000000,289,38.624957372384870,-77.268458579799585
290,24211,860Z200US24211,24211,24211,Z5,181861168.000000000000000,7550833.000000000000000,290,36.654128649617519,-81.956433876522169
291,24634,860Z200US24634,24634,24634,Z5,38469786.000000000000000,46322.000000000000000,291,37.274109290111710,-81.902528778380372
292,22134,860Z200US22134,22134,22134,Z5,122086346.000000000000000,6112925.000000000000000,292,38.531861218820268,-77.409014840062753
293,22938,860Z200US22938,22938,22938,Z5,93951157.000000000000000,396776.000000000000000,293,37.862555919819897,-78.782486894554495
294,24517,860Z200US24517,24517,24517,Z5,84504988.000000000000000,1032613.000000000000000,294,37.145324201250958,-79.232572742038371
295,23060,860Z200US23060,23060,23060,Z5,39436598.000000000000000,396132.000000000000000,295,37.659808798936979,-77.534276323993140
296,24526,860Z200US24526,24526,24526,Z5,183665856.000000000000000,2348343.000000000000000,296,37.554523422318141,-79.401686572777066
297,22726,860Z200US22726,22726,22726,Z5,43857814.000000000000000,242656.000000000000000,297,38.401782437209761,-77.817960842618731
298,22480,860Z200US22480,22480,22480,Z5,6405136.000000000000000,844893.000000000000000,298,37.666309633782646,-76.414980758355284
299,24433,860Z200US24433,24433,24433,Z5,42064129.000000000000000,3627.000000000000000,299,38.418167508423835,-79.464612550029130
300,22935,860Z200US22935,22935,22935,Z5,57622594.000000000000000,166664.000000000000000,300,38.257852327123260,-78.554751981119011
301,20143,860Z200US20143,20143,20143,Z5,16519771.000000000000000,224808.000000000000000,301,38.864205624290207,-77.567924041960907
302,22504,860Z200US22504,22504,22504,Z5,32316757.000000000000000,15409046.000000000000000,302,37.763464691242575,-76.726757891663340
303,21864,860Z200US21864,21864,21864,Z5,58805434.000000000000000,6746490.000000000000000,303,38.043547538388225,-75.405319697945686
304,22734,860Z200US22734,22734,22734,Z5,92690056.000000000000000,1123672.000000000000000,304,38.527561586198317,-77.811166805403730
305,23124,860Z200US23124,23124,23124,Z5,138113517.000000000000000,4070980.000000000000000,305,37.552715077239100,-77.059486858032017
306,22432,860Z200US22432,22432,22432,Z5,8186757.000000000000000,2029015.000000000000000,306,37.863698883496738,-76.350426852617090
307,22849,860Z200US22849,22849,22849,Z5,119437120.000000000000000,1468508.000000000000000,307,38.525601993137514,-78.625305649136351
308,23603,860Z200US23603,23603,23603,Z5,18003868.000000000000000,943333.000000000000000,308,37.191900365209733,-76.565606076459233
309,23919,860Z200US23919,23919,23919,Z5,69338185.000000000000000,9037188.000000000000000,309,36.591028886473964,-78.133050236579095
310,22304,860Z200US22304,22304,22304,Z5,12551860.000000000000000,237469.000000000000000,310,38.813601637006002,-77.114986453262190
311,20141,860Z200US20141,20141,20141,Z5,67369583.000000000000000,876989.000000000000000,311,39.116737208155712,-77.791573931591643
312,22039,860Z200US22039,22039,22039,Z5,61164798.000000000000000,2892588.000000000000000,312,38.749930893396083,-77.315366456896413
313,23111,860Z200US23111,23111,23111,Z5,199833089.000000000000000,2210361.000000000000000,313,37.611201683411025,-77.246979465230083
314,23451,860Z200US23451,23451,23451,Z5,51193555.000000000000000,6236563.000000000000000,314,36.871760571992866,-76.006894025638758
315,23168,860Z200US23168,23168,23168,Z5,77150700.000000000000000,4450266.000000000000000,315,37.394179694737147,-76.831999575619875
316,20816,860Z200US20816,20816,20816,Z5,9231078.000000000000000,1488908.000000000000000,316,38.956123441143973,-77.118725160737540
317,24476,860Z200US24476,24476,24476,Z5,19079401.000000000000000,18933.000000000000000,317,37.972310209348734,-79.219995052329750
318,24167,860Z200US24167,24167,24167,Z5,16010094.000000000000000,52248.000000000000000,318,37.247145970310328,-80.734485815567893
319,24530,860Z200US24530,24530,24530,Z5,93126477.000000000000000,254778.000000000000000,319,36.807847042906758,-79.610437842832141
320,23845,860Z200US23845,23845,23845,Z5,31255979.000000000000000,533221.000000000000000,320,36.570483303261881,-77.993217779476879
321,23955,860Z200US23955,23955,23955,Z5,3047826.000000000000000,24154.000000000000000,321,37.108156967570039,-78.065557814941144
322,23427,860Z200US23427,23427,23427,Z5,12633011.000000000000000,5743253.000000000000000,322,37.912395207273050,-75.713437474559782
323,21790,860Z200US21790,21790,21790,Z5,12347455.000000000000000,2163216.000000000000000,323,39.259034216855696,-77.495527162148790
324,23039,860Z200US23039,23039,23039,Z5,39721837.000000000000000,1791960.000000000000000,324,37.655032789131951,-77.805952474127366
325,23302,860Z200US23302,23302,23302,Z5,5954179.000000000000000,315972.000000000000000,325,37.858570810694403,-75.521962207989475
326,20165,860Z200US20165,20165,20165,Z5,25505132.000000000000000,585644.000000000000000,326,39.050575531335767,-77.388535696964823
327,24612,860Z200US24612,24612,24612,Z5,2807690.000000000000000,3304.000000000000000,327,37.097271484491444,-81.844602137778395
328,23702,860Z200US23702,23702,23702,Z5,6211549.000000000000000,51830.000000000000000,328,36.802919116923761,-76.326791855359772
329,23235,860Z200US23235,23235,23235,Z5,46101051.000000000000000,207444.000000000000000,329,37.513142848663563,-77.564248086479950
330,24018,860Z200US24018,24018,24018,Z5,110802091.000000000000000,198395.000000000000000,330,37.212364352932582,-80.042632183628314
331,23222,860Z200US23222,23222,23222,Z5,21141344.000000000000000,96678.000000000000000,331,37.582648292984402,-77.418937567414787
332,22727,860Z200US22727,22727,22727,Z5,275331058.000000000000000,1234922.000000000000000,332,38.396261454202829,-78.300572725051154
333,24473,860Z200US24473,24473,24473,Z5,120777025.000000000000000,747461.000000000000000,333,37.912899357319532,-79.410515580629522
334,22406,860Z200US22406,22406,22406,Z5,188307488.000000000000000,3559148.000000000000000,334,38.399643672217735,-77.555965352019314
335,20110,860Z200US20110,20110,20110,Z5,33246097.000000000000000,197695.000000000000000,335,38.746373342655716,-77.486994840639341
336,22959,860Z200US22959,22959,22959,Z5,120255356.000000000000000,256258.000000000000000,336,37.937580446880190,-78.647938279128255
337,23488,860Z200US23488,23488,23488,Z5,18775558.000000000000000,2713132.000000000000000,337,37.952382523334848,-75.608301298166339
338,23062,860Z200US23062,23062,23062,Z5,4001426.000000000000000,5241681.000000000000000,338,37.257993678265677,-76.504064142346238
339,24606,860Z200US24606,24606,24606,Z5,6082655.000000000000000,2186.000000000000000,339,37.288142022636293,-81.391830341796776
340,24077,860Z200US24077,24077,24077,Z5,1505645.000000000000000,9767.000000000000000,340,37.363561293618829,-79.902852550904470
341,22660,860Z200US22660,22660,22660,Z5,30996212.000000000000000,361131.000000000000000,341,38.956276782747352,-78.438287841710462
342,24312,860Z200US24312,24312,24312,Z5,92811724.000000000000000,1677071.000000000000000,342,36.831154973823061,-80.868959982417209
343,20147,860Z200US20147,20147,20147,Z5,51399621.000000000000000,735703.000000000000000,343,39.041505751589227,-77.479578804418225
344,22712,860Z200US22712,22712,22712,Z5,93975094.000000000000000,544019.000000000000000,344,38.556343113943626,-77.758879036338442
345,24089,860Z200US24089,24089,24089,Z5,31945721.000000000000000,0.000000000000000,345,36.703907963981408,-79.960780706864114
346,23108,860Z200US23108,23108,23108,Z5,23457848.000000000000000,157844.000000000000000,346,37.655227917734294,-76.730145739434306
347,23661,860Z200US23661,23661,23661,Z5,12247018.000000000000000,23868673.000000000000000,347,37.008021923772844,-76.386344775091231
348,23150,860Z200US23150,23150,23150,Z5,76374289.000000000000000,3083896.000000000000000,348,37.507178974729925,-77.254021847530225
349,24059,860Z200US24059,24059,24059,Z5,66061083.000000000000000,90025.000000000000000,349,37.155756124745437,-80.131611110464348
350,22031,860Z200US22031,22031,22031,Z5,18458833.000000000000000,133707.000000000000000,350,38.859539885757158,-77.259896789305344
351,22831,860Z200US22831,22831,22831,Z5,180994283.000000000000000,678582.000000000000000,351,38.563968836092954,-79.100072866769324
352,23405,860Z200US23405,23405,23405,Z5,66533866.000000000000000,19192348.000000000000000,352,37.414659450273462,-75.919686060863000
353,23023,860Z200US23023,23023,23023,Z5,58928615.000000000000000,419402.000000000000000,353,37.782933070105173,-76.965855199557780
354,24311,860Z200US24311,24311,24311,Z5,82000619.000000000000000,19768.000000000000000,354,36.872909959527078,-81.401627770205380
355,23116,860Z200US23116,23116,23116,Z5,142389179.000000000000000,1042021.000000000000000,355,37.671504858062804,-77.334558896775604
356,22807,860Z200US22807,22807,22807,Z5,1687657.000000000000000,36858.000000000000000,356,38.434956738562676,-78.867326492923269
357,23395,860Z200US23395,23395,23395,Z5,18873189.000000000000000,1887446.000000000000000,357,37.970511750516948,-75.451593690596326
358,24323,860Z200US24323,24323,24323,Z5,51951363.000000000000000,39227.000000000000000,358,36.865131896719731,-81.199705275478038
359,24412,860Z200US24412,24412,24412,Z5,8716913.000000000000000,41035.000000000000000,359,38.057739491384496,-79.830962885128997
360,23284,860Z200US23284,23284,23284,Z5,323025.000000000000000,0.000000000000000,360,37.547589602578171,-77.452728927797750
361,20184,860Z200US20184,20184,20184,Z5,93420768.000000000000000,741043.000000000000000,361,39.001424719874990,-77.878737938405095
362,23146,860Z200US23146,23146,23146,Z5,83573290.000000000000000,1264909.000000000000000,362,37.727275516152190,-77.709256606906820
363,22041,860Z200US22041,22041,22041,Z5,7186895.000000000000000,348992.000000000000000,363,38.848501560198883,-77.142123942965554
364,23964,860Z200US23964,23964,23964,Z5,117767680.000000000000000,2098767.000000000000000,364,36.777126240483653,-78.631490544952669
365,24272,860Z200US24272,24272,24272,Z5,60127713.000000000000000,37669.000000000000000,365,37.030190420851284,-82.334013598148999
366,22840,860Z200US22840,22840,22840,Z5,81340741.000000000000000,516415.000000000000000,366,38.386419036309519,-78.738445177502911
367,23828,860Z200US23828,23828,23828,Z5,106462317.000000000000000,140881.000000000000000,367,36.586929692051683,-77.285566506289172
368,24131,860Z200US24131,24131,24131,Z5,118191056.000000000000000,300692.000000000000000,368,37.568356255336994,-80.228936341239091
369,23551,860Z200US23551,23551,23551,Z5,1259332.000000000000000,0.000000000000000,369,36.923588242503456,-76.292375869051057
370,24058,860Z200US24058,24058,24058,Z5,6941795.000000000000000,363286.000000000000000,370,37.182582995808673,-80.616346011659061
371,24579,860Z200US24579,24579,24579,Z5,85792090.000000000000000,1339926.000000000000000,371,37.587633628089520,-79.504846809132914
372,24279,860Z200US24279,24279,24279,Z5,205304041.000000000000000,1178070.000000000000000,372,37.103828875002648,-82.619102359586179
373,24168,860Z200US24168,24168,24168,Z5,3003564.000000000000000,0.000000000000000,373,36.736129192608189,-79.948756965361611
374,24016,860Z200US24016,24016,24016,Z5,7755897.000000000000000,113843.000000000000000,374,37.272048003512623,-79.954619585525393
375,22435,860Z200US22435,22435,22435,Z5,65998823.000000000000000,4360065.000000000000000,375,37.972155899175448,-76.572880880448224
376,22101,860Z200US22101,22101,22101,Z5,33937573.000000000000000,105892.000000000000000,376,38.938595581620859,-77.165126375082082
377,24637,860Z200US24637,24637,24637,Z5,82932326.000000000000000,698828.000000000000000,377,37.052569515770585,-81.709818343341851
378,20152,860Z200US20152,20152,20152,Z5,34508164.000000000000000,517825.000000000000000,378,38.899778530854576,-77.519163777286451
379,22664,860Z200US22664,22664,22664,Z5,117465501.000000000000000,1824180.000000000000000,379,38.894396311440687,-78.531201443691657
380,22312,860Z200US22312,22312,22312,Z5,13275486.000000000000000,101188.000000000000000,380,38.816850807518790,-77.153715841712710
381,23860,860Z200US23860,23860,23860,Z5,117145603.000000000000000,25202405.000000000000000,381,37.282669692952027,-77.222678243006499
382,23314,860Z200US23314,23314,23314,Z5,50403759.000000000000000,42759044.000000000000000,382,36.950533306067257,-76.536255408260445
383,22746,860Z200US22746,22746,22746,Z5,7535993.000000000000000,85334.000000000000000,383,38.629220987158874,-78.019505776770131
384,23952,860Z200US23952,23952,23952,Z5,39300162.000000000000000,66197.000000000000000,384,36.917857431475340,-78.278859957620909
385,23850,860Z200US23850,23850,23850,Z5,118769300.000000000000000,365746.000000000000000,385,37.162758195834101,-77.743402231827474
386,22511,860Z200US22511,22511,22511,Z5,41117306.000000000000000,16958758.000000000000000,386,37.983510061240395,-76.503357420008911
387,22946,860Z200US22946,22946,22946,Z5,4865921.000000000000000,18424.000000000000000,387,37.847891809259636,-78.560522686073057
388,23032,860Z200US23032,23032,23032,Z5,44885782.000000000000000,0.000000000000000,388,37.655518374473445,-76.681988481882911
389,23356,860Z200US23356,23356,23356,Z5,9202654.000000000000000,31797711.000000000000000,389,37.990498522888572,-75.392277529983971
390,23250,860Z200US23250,23250,23250,Z5,7689720.000000000000000,34654.000000000000000,390,37.505161675770751,-77.320981060227723
391,24237,860Z200US24237,24237,24237,Z5,140684051.000000000000000,151267.000000000000000,391,37.039392861391491,-82.264238066733355
392,20854,860Z200US20854,20854,20854,Z5,87565391.000000000000000,7945111.000000000000000,392,39.034124621654030,-77.221475408763069
393,20148,860Z200US20148,20148,20148,Z5,50224023.000000000000000,1663570.000000000000000,393,38.990614084672302,-77.532845963970033
394,23834,860Z200US23834,23834,23834,Z5,61574319.000000000000000,4150764.000000000000000,394,37.289113000864347,-77.400628803176687
395,24095,860Z200US24095,24095,24095,Z5,64963379.000000000000000,4081474.000000000000000,395,37.223041787748343,-79.737865658673172
396,22309,860Z200US22309,22309,22309,Z5,19493918.000000000000000,2180729.000000000000000,396,38.719309255617702,-77.107234746886036
397,23830,860Z200US23830,23830,23830,Z5,130380624.000000000000000,568313.000000000000000,397,37.020975537291292,-77.397712871052136
398,20176,860Z200US20176,20176,20176,Z5,142191649.000000000000000,1109467.000000000000000,398,39.181468542938944,-77.534500676065306
399,23460,860Z200US23460,23460,23460,Z5,15506819.000000000000000,0.000000000000000,399,36.818482936238581,-76.031620595713889
400,22035,860Z200US22035,22035,22035,Z5,108906.000000000000000,3462.000000000000000,400,38.856277282970268,-77.362685822392734
401,24445,860Z200US24445,24445,24445,Z5,249715819.000000000000000,579405.000000000000000,401,37.966148426109044,-79.880131477085968
402,23840,860Z200US23840,23840,23840,Z5,135467986.000000000000000,116790.000000000000000,402,37.056381620515424,-77.670760524178831
403,20144,860Z200US20144,20144,20144,Z5,115527328.000000000000000,511335.000000000000000,403,38.921164075461775,-77.937590947264368
404,23454,860Z200US23454,23454,23454,Z5,58248460.000000000000000,8727962.000000000000000,404,36.832163449283826,-76.026161709994881
405,22738,860Z200US22738,22738,22738,Z5,62647797.000000000000000,525145.000000000000000,405,38.286920244873443,-78.276854237433099
406,22747,860Z200US22747,22747,22747,Z5,106075565.000000000000000,396160.000000000000000,406,38.712189766344693,-78.167672573230618
407,23938,860Z200US23938,23938,23938,Z5,56696531.000000000000000,116978.000000000000000,407,36.905391793696367,-78.004620236934329
408,24105,860Z200US24105,24105,24105,Z5,52690835.000000000000000,2584.000000000000000,408,36.902756677578680,-80.601282206408655
409,23175,860Z200US23175,23175,23175,Z5,41181527.000000000000000,8862339.000000000000000,409,37.653433308000842,-76.624066914356547
410,23066,860Z200US23066,23066,23066,Z5,6073076.000000000000000,13845956.000000000000000,410,37.499106964015255,-76.289317514891366
411,22538,860Z200US22538,22538,22538,Z5,62937550.000000000000000,3542927.000000000000000,411,38.189406064738137,-77.273340711404671
412,22625,860Z200US22625,22625,22625,Z5,109344172.000000000000000,1147676.000000000000000,412,39.373970668011964,-78.311720871321143
413,23173,860Z200US23173,23173,23173,Z5,847391.000000000000000,52324.000000000000000,413,37.576702613235057,-77.540770436406490
414,23035,860Z200US23035,23035,23035,Z5,28112757.000000000000000,9284845.000000000000000,414,37.498086401666171,-76.376793133196486
415,23106,860Z200US23106,23106,23106,Z5,61536344.000000000000000,913199.000000000000000,415,37.715244389417080,-77.206202381634569
416,23417,860Z200US23417,23417,23417,Z5,122561674.000000000000000,44061980.000000000000000,416,37.730615698056056,-75.766863627054704
417,23836,860Z200US23836,23836,23836,Z5,68840587.000000000000000,10253066.000000000000000,417,37.350884616431927,-77.332540980881504
418,22971,860Z200US22971,22971,22971,Z5,144921389.000000000000000,204068.000000000000000,418,37.750193566679798,-78.802986585362589
419,22153,860Z200US22153,22153,22153,Z5,22942276.000000000000000,431368.000000000000000,419,38.744435383686039,-77.234502419551006
420,24216,860Z200US24216,24216,24216,Z5,180517080.000000000000000,546696.000000000000000,420,36.942374393863247,-82.795709496296183
421,23140,860Z200US23140,23140,23140,Z5,187198777.000000000000000,1450607.000000000000000,421,37.438519110768425,-77.048186172353951
422,22408,860Z200US22408,22408,22408,Z5,122599020.000000000000000,2361639.000000000000000,422,38.219159415174943,-77.440127253170147
423,22042,860Z200US22042,22042,22042,Z5,16630943.000000000000000,115507.000000000000000,423,38.864633452471878,-77.194060006064376
424,23129,860Z200US23129,23129,23129,Z5,10377649.000000000000000,31498.000000000000000,424,37.704998490687842,-77.782604829149534
425,23228,860Z200US23228,23228,23228,Z5,28751745.000000000000000,212987.000000000000000,425,37.625883145490832,-77.491256899586233
426,20155,860Z200US20155,20155,20155,Z5,65980999.000000000000000,2283193.000000000000000,426,38.806430539238022,-77.621463244632992
427,24569,860Z200US24569,24569,24569,Z5,87884198.000000000000000,1644312.000000000000000,427,37.046301772608786,-79.121290817317345
428,22476,860Z200US22476,22476,22476,Z5,45371700.000000000000000,800119.000000000000000,428,38.038069297460140,-77.068739558983395
429,22720,860Z200US22720,22720,22720,Z5,35851384.000000000000000,115505.000000000000000,429,38.480448412764076,-77.646800395921503
430,24464,860Z200US24464,24464,24464,Z5,70424517.000000000000000,62639.000000000000000,430,37.860824947913045,-79.103980804170760
431,22509,860Z200US22509,22509,22509,Z5,38148590.000000000000000,2035093.000000000000000,431,38.106412343754698,-77.066687394207861
432,22460,860Z200US22460,22460,22460,Z5,149280317.000000000000000,13687929.000000000000000,432,37.876123938469050,-76.606917562395552
433,24022,860Z200US24022,24022,24022,Z5,92209.000000000000000,0.000000000000000,433,37.276905730215333,-79.934277011674737
434,20837,860Z200US20837,20837,20837,Z5,104334603.000000000000000,7915228.000000000000000,434,39.112074904133578,-77.408223424971027
435,22611,860Z200US22611,22611,22611,Z5,214499363.000000000000000,1221564.000000000000000,435,39.163735831343615,-77.985115511971287
436,24136,860Z200US24136,24136,24136,Z5,89286836.000000000000000,2307277.000000000000000,436,37.319272659605588,-80.606894441824977
437,23103,860Z200US23103,23103,23103,Z5,99507737.000000000000000,3042126.000000000000000,437,37.650595023341680,-77.727531684339738
438,22488,860Z200US22488,22488,22488,Z5,65101466.000000000000000,7339897.000000000000000,438,38.049856934549950,-76.587955107941866
439,22306,860Z200US22306,22306,22306,Z5,17576522.000000000000000,316261.000000000000000,439,38.756535686272969,-77.092538045794129
440,23456,860Z200US23456,23456,23456,Z5,129858790.000000000000000,11411066.000000000000000,440,36.734353509107223,-76.034918496891066
441,23511,860Z200US23511,23511,23511,Z5,13247430.000000000000000,3249591.000000000000000,441,36.939994370443912,-76.300582439927609
442,24053,860Z200US24053,24053,24053,Z5,129799505.000000000000000,96113.000000000000000,442,36.609990968608372,-80.532824215964752
443,23410,860Z200US23410,23410,23410,Z5,73692745.000000000000000,1701876.000000000000000,443,37.638001106266074,-75.743071895951175
444,23389,860Z200US23389,23389,23389,Z5,2300531.000000000000000,12627.000000000000000,444,37.657309655815993,-75.832255626296103
445,24265,860Z200US24265,24265,24265,Z5,101614594.000000000000000,938592.000000000000000,445,36.838105053305640,-82.939038993254883
446,23102,860Z200US23102,23102,23102,Z5,71073089.000000000000000,2743037.000000000000000,446,37.710530770079004,-77.833250894812920
447,20111,860Z200US20111,20111,20111,Z5,42489398.000000000000000,1126646.000000000000000,447,38.749072996821383,-77.430395861080115
448,23923,860Z200US23923,23923,23923,Z5,236538910.000000000000000,389236.000000000000000,448,37.093164811307076,-78.646272628578913
449,22610,860Z200US22610,22610,22610,Z5,135475486.000000000000000,1947120.000000000000000,449,38.818026414787255,-78.281021137315577
450,20135,860Z200US20135,20135,20135,Z5,100053286.000000000000000,1672707.000000000000000,450,39.086019104598051,-77.876588850095345
451,21755,860Z200US21755,21755,21755,Z5,88891918.000000000000000,1604791.000000000000000,451,39.360996160544403,-77.568873621720229
